watch_event_id,impression_id,session_id,user_id,video_id,creator_id,action,watch_seconds,started_at,ended_at,started_at_raw
39762,39762,10193,240,2632,87,exit_platform,6,2025-08-27T07:45:19Z,2025-08-27T07:45:25Z,2025-08-27T07:45:19Z
39763,39763,10194,241,3681,214,skip_after_partial,15,2025-08-27T15:23:21Z,2025-08-27T15:23:36Z,2025-08-27T15:23:21Z
39764,39764,10194,241,735,191,exit_platform,2,2025-08-27T15:23:39Z,2025-08-27T15:23:41Z,20250827 152339
39765,39765,10195,241,225,133,exit_platform,NA,2025-08-27T06:09:15Z,2025-08-27T06:09:22Z,20250827 060915
39766,39766,10196,245,2206,43,exit_platform,13,2025-08-27T07:59:45Z,2025-08-27T07:59:58Z,2025-08-27T07:59:45Z
39767,39767,10197,248,3797,101,skip_after_partial,18,2025-08-27T10:37:03Z,2025-08-27T10:37:21Z,2025-08-27T10:37:03Z
39768,39768,10197,248,1828,101,exit_platform,6,2025-08-27T10:37:25Z,2025-08-27T10:37:31Z,2025-08-27T10:37:25Z
39769,39769,10198,250,853,180,watch_full,33,2025-08-27T01:36:59Z,2025-08-27T01:37:32Z,2025-08-27T01:36:59Z
39770,39770,10198,250,1569,42,watch_full,16,2025-08-27T01:37:33Z,2025-08-27T01:37:49Z,2025-08-27T01:37:33Z
39771,39771,10198,250,3392,116,skip_immediate,0,2025-08-27T01:37:52Z,2025-08-27T01:37:53Z,2025-08-27T01:37:52Z
39772,39772,10198,250,3862,141,watch_full,18,2025-08-27T01:37:54Z,2025-08-27T01:38:12Z,2025-08-27T01:37:54Z
39773,39773,10198,250,528,169,skip_immediate,0,2025-08-27T01:38:13Z,2025-08-27T01:38:14Z,2025-08-27T01:38:13Z
39774,39774,10198,250,3238,69,exit_platform,6,2025-08-27T01:38:16Z,2025-08-27T01:38:22Z,2025-08-27T01:38:16Z
39775,39775,10199,250,493,182,exit_platform,8,2025-08-27T17:19:20Z,2025-08-27T17:19:28Z,2025-08-27T17:19:20Z
39776,39776,10200,250,3057,216,exit_platform,5,2025-08-27T17:36:55Z,2025-08-27T17:37:00Z,2025-08-27T17:36:55Z
39777,39777,10201,259,3628,51,exit_platform,7,2025-08-27T13:33:03Z,2025-08-27T13:33:10Z,2025-08-27T13:33:03Z
39778,39778,10202,259,1363,182,watch_full,32,2025-08-27T07:53:38Z,2025-08-27T07:54:10Z,20250827 075338
39779,39779,10202,259,2291,35,exit_platform,7,2025-08-27T07:54:12Z,2025-08-27T07:54:19Z,2025-08-27T07:54:12Z
39780,39780,10203,264,2509,109,skip_after_partial,24,2025-08-27T15:30:37Z,2025-08-27T15:31:01Z,2025-08-27T15:30:37Z
39781,39781,10203,264,2915,140,watch_full,37,2025-08-27T15:31:05Z,2025-08-27T15:31:42Z,2025-08-27T15:31:05Z
39782,39782,10203,264,1919,101,watch_full,31,2025-08-27T15:31:45Z,2025-08-27T15:32:16Z,1756308705
39783,39783,10203,264,3182,134,exit_platform,7,2025-08-27T15:32:18Z,2025-08-27T15:32:25Z,20250827 153218
39784,39784,10204,264,2089,170,exit_platform,13,2025-08-27T11:43:03Z,2025-08-27T11:43:16Z,2025-08-27T11:43:03Z
39785,39785,10205,265,680,19,skip_immediate,0,2025-08-27T05:50:31Z,2025-08-27T05:50:32Z,2025-08-27T05:50:31Z
39786,39786,10205,265,1308,216,skip_immediate,0,2025-08-27T05:50:33Z,2025-08-27T05:50:34Z,2025-08-27T05:50:33Z
39787,39787,10205,265,1192,83,skip_immediate,0,2025-08-27T05:50:35Z,2025-08-27T05:50:36Z,2025-08-27T05:50:35Z
39788,39788,10205,265,3781,134,exit_platform,1,2025-08-27T05:50:37Z,2025-08-27T05:50:38Z,20250827 055037
39789,39789,10206,270,2202,199,skip_immediate,0,2025-08-27T12:23:17Z,2025-08-27T12:23:18Z,20250827 122317
39790,39790,10206,270,1481,61,watch_full,NA,2025-08-27T12:23:21Z,2025-08-27T12:23:43Z,2025-08-27T12:23:21Z
39791,39791,10206,270,144,19,skip_immediate,NA,2025-08-27T12:23:44Z,2025-08-27T12:23:45Z,2025-08-27T12:23:44Z
39792,39792,10206,270,978,149,skip_immediate,0,2025-08-27T12:23:46Z,2025-08-27T12:23:47Z,2025-08-27T12:23:46Z
39793,39793,10206,270,1378,32,skip_after_partial,NA,2025-08-27T12:23:50Z,2025-08-27T12:23:57Z,2025-08-27T12:23:50Z
39794,39794,10206,270,802,30,exit_platform,3,2025-08-27T12:23:58Z,2025-08-27T12:24:01Z,2025-08-27T12:23:58Z
39795,39795,10207,270,3369,173,exit_platform,7,2025-08-27T03:23:23Z,2025-08-27T03:23:30Z,2025-08-27T03:23:23Z
39796,39796,10208,270,3455,69,exit_platform,3,2025-08-27T08:01:37Z,2025-08-27T08:01:40Z,20250827 080137
39797,39797,10209,272,805,155,skip_after_partial,31,2025-08-27T15:13:13Z,2025-08-27T15:13:44Z,20250827 151313
39798,39798,10209,272,3395,129,exit_platform,3,2025-08-27T15:13:45Z,2025-08-27T15:13:48Z,2025-08-27T15:13:45Z
39799,39799,10210,272,1370,28,watch_full,45,2025-08-27T17:30:14Z,2025-08-27T17:30:59Z,2025-08-27T17:30:14Z
39800,39800,10210,272,3788,67,skip_immediate,0,2025-08-27T17:31:02Z,2025-08-27T17:31:03Z,2025-08-27T17:31:02Z
39801,39801,10210,272,2786,62,skip_after_partial,12,2025-08-27T17:31:06Z,2025-08-27T17:31:18Z,20250827 173106
39802,39802,10210,272,865,59,skip_immediate,0,2025-08-27T17:31:21Z,2025-08-27T17:31:22Z,20250827 173121
39803,39803,10210,272,3424,136,skip_after_partial,5,2025-08-27T17:31:25Z,2025-08-27T17:31:30Z,1756315885
39804,39804,10210,272,2713,88,exit_platform,9,2025-08-27T17:31:31Z,2025-08-27T17:31:40Z,2025-08-27T17:31:31Z
39805,39805,10211,272,2290,94,exit_platform,3,2025-08-27T08:55:17Z,2025-08-27T08:55:20Z,2025-08-27T08:55:17Z
39806,39806,10212,273,3958,123,exit_platform,NA,2025-08-27T01:46:17Z,2025-08-27T01:46:25Z,20250827 014617
39807,39807,10213,273,1296,119,skip_immediate,0,2025-08-27T19:08:03Z,2025-08-27T19:08:04Z,20250827 190803
39808,39808,10213,273,564,25,skip_after_partial,6,2025-08-27T19:08:06Z,2025-08-27T19:08:12Z,1756321686
39809,39809,10213,273,863,6,watch_full,29,2025-08-27T19:08:13Z,2025-08-27T19:08:42Z,2025-08-27T19:08:13Z
39810,39810,10213,273,834,13,exit_platform,6,2025-08-27T19:08:45Z,2025-08-27T19:08:51Z,2025-08-27T19:08:45Z
39811,39811,10214,273,2296,93,exit_platform,3,2025-08-27T04:15:32Z,2025-08-27T04:15:35Z,2025-08-27T04:15:32Z
39812,39812,10215,275,1384,103,exit_platform,NA,2025-08-27T20:09:17Z,2025-08-27T20:09:26Z,1756325357
39813,39813,10216,276,46,178,skip_immediate,0,2025-08-27T15:14:43Z,2025-08-27T15:14:44Z,2025-08-27T15:14:43Z
39814,39814,10216,276,290,128,skip_immediate,0,2025-08-27T15:14:48Z,2025-08-27T15:14:49Z,2025-08-27T15:14:48Z
39815,39815,10216,276,341,189,skip_immediate,0,2025-08-27T15:14:52Z,2025-08-27T15:14:53Z,2025-08-27T15:14:52Z
39816,39816,10216,276,3366,80,watch_full,26,2025-08-27T15:14:55Z,2025-08-27T15:15:21Z,2025-08-27T15:14:55Z
39817,39817,10216,276,235,157,skip_after_partial,13,2025-08-27T15:15:22Z,2025-08-27T15:15:35Z,2025-08-27T15:15:22Z
39818,39818,10216,276,1966,189,exit_platform,1,2025-08-27T15:15:38Z,2025-08-27T15:15:39Z,1756307738
39819,39819,10217,277,2828,10,skip_immediate,0,2025-08-27T18:50:38Z,2025-08-27T18:50:39Z,20250827 185038
39820,39820,10217,277,3731,163,watch_full,19,2025-08-27T18:50:43Z,2025-08-27T18:51:02Z,2025-08-27T18:50:43Z
39821,39821,10217,277,803,127,exit_platform,8,2025-08-27T18:51:03Z,2025-08-27T18:51:11Z,2025-08-27T18:51:03Z
39822,39822,10218,277,154,174,exit_platform,8,2025-08-27T14:28:33Z,2025-08-27T14:28:41Z,20250827 142833
39823,39823,10219,282,50,120,skip_after_partial,8,2025-08-27T14:22:15Z,2025-08-27T14:22:23Z,20250827 142215
39824,39824,10219,282,2635,55,exit_platform,5,2025-08-27T14:22:26Z,2025-08-27T14:22:31Z,1756304546
39825,39825,10220,283,3762,109,skip_immediate,0,2025-08-27T13:23:12Z,2025-08-27T13:23:13Z,2025-08-27T13:23:12Z
39826,39826,10220,283,3123,112,watch_full,18,2025-08-27T13:23:17Z,2025-08-27T13:23:35Z,2025-08-27T13:23:17Z
39827,39827,10220,283,2990,33,exit_platform,5,2025-08-27T13:23:39Z,2025-08-27T13:23:44Z,2025-08-27T13:23:39Z
39828,39828,10221,283,2397,44,exit_platform,5,2025-08-27T08:38:13Z,2025-08-27T08:38:18Z,2025-08-27T08:38:13Z
39829,39829,10222,283,2012,6,exit_platform,8,2025-08-27T14:17:20Z,2025-08-27T14:17:28Z,2025-08-27T14:17:20Z
39830,39830,10223,285,3891,62,skip_immediate,0,2025-08-27T12:57:25Z,2025-08-27T12:57:26Z,2025-08-27T12:57:25Z
39831,39831,10223,285,2570,106,exit_platform,4,2025-08-27T12:57:29Z,2025-08-27T12:57:33Z,2025-08-27T12:57:29Z
39832,39832,10224,288,2373,67,skip_immediate,0,2025-08-27T12:16:08Z,2025-08-27T12:16:09Z,2025-08-27T12:16:08Z
39833,39833,10224,288,8,136,watch_full,29,2025-08-27T12:16:11Z,2025-08-27T12:16:40Z,2025-08-27T12:16:11Z
39834,39834,10224,288,1661,38,skip_immediate,0,2025-08-27T12:16:44Z,2025-08-27T12:16:45Z,2025-08-27T12:16:44Z
39835,39835,10224,288,1641,116,watch_full,46,2025-08-27T12:16:49Z,2025-08-27T12:17:35Z,2025-08-27T12:16:49Z
39836,39836,10224,288,3489,159,skip_immediate,0,2025-08-27T12:17:39Z,2025-08-27T12:17:40Z,2025-08-27T12:17:39Z
39837,39837,10224,288,1478,206,watch_full,20,2025-08-27T12:17:44Z,2025-08-27T12:18:04Z,1756297064
39838,39838,10224,288,1649,210,exit_platform,6,2025-08-27T12:18:06Z,2025-08-27T12:18:12Z,2025-08-27T12:18:06Z
39839,39839,10225,288,1345,56,exit_platform,2,2025-08-27T04:53:30Z,2025-08-27T04:53:32Z,2025-08-27T04:53:30Z
39840,39840,10226,293,118,211,watch_full,24,2025-08-27T07:40:21Z,2025-08-27T07:40:45Z,2025-08-27T07:40:21Z
39841,39841,10226,293,865,59,watch_full,33,2025-08-27T07:40:48Z,2025-08-27T07:41:21Z,1756280448
39842,39842,10226,293,3857,211,skip_after_partial,17,2025-08-27T07:41:23Z,2025-08-27T07:41:40Z,2025-08-27T07:41:23Z
39843,39843,10226,293,844,144,skip_after_partial,15,2025-08-27T07:41:43Z,2025-08-27T07:41:58Z,2025-08-27T07:41:43Z
39844,39844,10226,293,3367,174,skip_after_partial,5,2025-08-27T07:41:59Z,2025-08-27T07:42:04Z,20250827 074159
39845,39845,10226,293,518,122,skip_immediate,0,2025-08-27T07:42:07Z,2025-08-27T07:42:08Z,2025-08-27T07:42:07Z
39846,39846,10226,293,2723,174,exit_platform,12,2025-08-27T07:42:09Z,2025-08-27T07:42:21Z,2025-08-27T07:42:09Z
39847,39847,10227,293,2908,191,exit_platform,5,2025-08-27T21:27:12Z,2025-08-27T21:27:17Z,20250827 212712
39848,39848,10228,297,3222,145,watch_full,38,2025-08-27T09:29:30Z,2025-08-27T09:30:08Z,20250827 092930
39849,39849,10228,297,294,9,exit_platform,6,2025-08-27T09:30:10Z,2025-08-27T09:30:16Z,2025-08-27T09:30:10Z
39850,39850,10229,298,3771,90,skip_after_partial,4,2025-08-27T07:37:42Z,2025-08-27T07:37:46Z,2025-08-27T07:37:42Z
39851,39851,10229,298,192,200,exit_platform,9,2025-08-27T07:37:49Z,2025-08-27T07:37:58Z,2025-08-27T07:37:49Z
39852,39852,10230,298,1977,190,skip_immediate,0,2025-08-27T03:22:52Z,2025-08-27T03:22:53Z,2025-08-27T03:22:52Z
39853,39853,10230,298,4104,10,skip_immediate,0,2025-08-27T03:22:57Z,2025-08-27T03:22:58Z,2025-08-27T03:22:57Z
39854,39854,10230,298,56,49,watch_full,39,2025-08-27T03:23:02Z,2025-08-27T03:23:41Z,2025-08-27T03:23:02Z
39855,39855,10230,298,2233,199,skip_immediate,0,2025-08-27T03:23:44Z,2025-08-27T03:23:45Z,2025-08-27T03:23:44Z
39856,39856,10230,298,3685,93,watch_full,39,2025-08-27T03:23:46Z,2025-08-27T03:24:25Z,2025-08-27T03:23:46Z
39857,39857,10230,298,767,135,exit_platform,9,2025-08-27T03:24:29Z,2025-08-27T03:24:38Z,2025-08-27T03:24:29Z
39858,39858,10231,299,80,153,skip_immediate,0,2025-08-27T13:37:16Z,2025-08-27T13:37:17Z,2025-08-27T13:37:16Z
39859,39859,10231,299,2881,206,skip_after_partial,25,2025-08-27T13:37:21Z,2025-08-27T13:37:46Z,2025-08-27T13:37:21Z
39860,39860,10231,299,2402,210,watch_full,27,2025-08-27T13:37:47Z,2025-08-27T13:38:14Z,2025-08-27T13:37:47Z
39861,39861,10231,299,3688,22,skip_immediate,0,2025-08-27T13:38:15Z,2025-08-27T13:38:16Z,20250827 133815
39862,39862,10231,299,3803,194,exit_platform,5,2025-08-27T13:38:18Z,2025-08-27T13:38:23Z,2025-08-27T13:38:18Z
39863,39863,10232,299,3952,195,skip_immediate,0,2025-08-27T14:19:27Z,2025-08-27T14:19:28Z,2025-08-27T14:19:27Z
39864,39864,10232,299,1147,134,skip_immediate,0,2025-08-27T14:19:31Z,2025-08-27T14:19:32Z,2025-08-27T14:19:31Z
39865,39865,10232,299,3528,172,watch_full,28,2025-08-27T14:19:34Z,2025-08-27T14:20:02Z,1756304374
39866,39866,10232,299,3532,64,exit_platform,9,2025-08-27T14:20:06Z,2025-08-27T14:20:15Z,2025-08-27T14:20:06Z
39867,39867,10233,301,3826,42,exit_platform,3,2025-08-27T06:19:01Z,2025-08-27T06:19:04Z,2025-08-27T06:19:01Z
39868,39868,10234,301,3211,141,watch_full,29,2025-08-27T02:55:59Z,2025-08-27T02:56:28Z,2025-08-27T02:55:59Z
39869,39869,10234,301,3513,135,skip_after_partial,17,2025-08-27T02:56:31Z,2025-08-27T02:56:48Z,2025-08-27T02:56:31Z
39870,39870,10234,301,4008,94,skip_after_partial,25,2025-08-27T02:56:51Z,2025-08-27T02:57:16Z,20250827 025651
39871,39871,10234,301,341,189,skip_after_partial,9,2025-08-27T02:57:20Z,2025-08-27T02:57:29Z,2025-08-27T02:57:20Z
39872,39872,10234,301,2424,88,exit_platform,9,2025-08-27T02:57:30Z,2025-08-27T02:57:39Z,20250827 025730
39873,39873,10235,302,2684,80,watch_full,31,2025-08-27T10:51:49Z,2025-08-27T10:52:20Z,20250827 105149
39874,39874,10235,302,3101,161,exit_platform,NA,2025-08-27T10:52:21Z,2025-08-27T10:52:28Z,2025-08-27T10:52:21Z
39875,39875,10236,307,408,81,skip_immediate,0,2025-08-27T17:05:42Z,2025-08-27T17:05:43Z,20250827 170542
39876,39876,10236,307,803,127,skip_immediate,0,2025-08-27T17:05:45Z,2025-08-27T17:05:46Z,2025-08-27T17:05:45Z
39877,39877,10236,307,1315,93,exit_platform,10,2025-08-27T17:05:48Z,2025-08-27T17:05:58Z,2025-08-27T17:05:48Z
39878,39878,10237,312,2867,3,skip_immediate,NA,2025-08-27T06:14:20Z,2025-08-27T06:14:21Z,20250827 061420
39879,39879,10237,312,704,178,watch_full,35,2025-08-27T06:14:23Z,2025-08-27T06:14:58Z,2025-08-27T06:14:23Z
39880,39880,10237,312,2974,194,skip_immediate,0,2025-08-27T06:14:59Z,2025-08-27T06:15:00Z,2025-08-27T06:14:59Z
39881,39881,10237,312,2974,194,exit_platform,9,2025-08-27T06:15:01Z,2025-08-27T06:15:10Z,2025-08-27T06:15:01Z
39882,39882,10238,313,1260,189,watch_full,31,2025-08-27T09:05:35Z,2025-08-27T09:06:06Z,2025-08-27T09:05:35Z
39883,39883,10238,313,236,84,watch_full,21,2025-08-27T09:06:07Z,2025-08-27T09:06:28Z,2025-08-27T09:06:07Z
39884,39884,10238,313,4274,168,watch_full,24,2025-08-27T09:06:30Z,2025-08-27T09:06:54Z,2025-08-27T09:06:30Z
39885,39885,10238,313,3533,16,exit_platform,3,2025-08-27T09:06:58Z,2025-08-27T09:07:01Z,2025-08-27T09:06:58Z
39886,39886,10239,317,3371,14,skip_after_partial,14,2025-08-27T04:28:42Z,2025-08-27T04:28:56Z,2025-08-27T04:28:42Z
39887,39887,10239,317,3078,152,skip_after_partial,18,2025-08-27T04:28:58Z,2025-08-27T04:29:16Z,2025-08-27T04:28:58Z
39888,39888,10239,317,1154,35,skip_after_partial,8,2025-08-27T04:29:17Z,2025-08-27T04:29:25Z,2025-08-27T04:29:17Z
39889,39889,10239,317,134,149,skip_after_partial,20,2025-08-27T04:29:29Z,2025-08-27T04:29:49Z,20250827 042929
39890,39890,10239,317,3674,21,skip_immediate,0,2025-08-27T04:29:52Z,2025-08-27T04:29:53Z,2025-08-27T04:29:52Z
39891,39891,10239,317,3235,122,skip_immediate,0,2025-08-27T04:29:57Z,2025-08-27T04:29:58Z,2025-08-27T04:29:57Z
39892,39892,10239,317,1023,5,skip_immediate,0,2025-08-27T04:30:02Z,2025-08-27T04:30:03Z,2025-08-27T04:30:02Z
39893,39893,10239,317,2950,94,skip_immediate,0,2025-08-27T04:30:06Z,2025-08-27T04:30:07Z,2025-08-27T04:30:06Z
39894,39894,10239,317,1091,48,skip_after_partial,15,2025-08-27T04:30:11Z,2025-08-27T04:30:26Z,2025-08-27T04:30:11Z
39895,39895,10239,317,4078,106,skip_after_partial,21,2025-08-27T04:30:27Z,2025-08-27T04:30:48Z,1756269027
39896,39896,10239,317,3099,93,skip_after_partial,8,2025-08-27T04:30:52Z,2025-08-27T04:31:00Z,2025-08-27T04:30:52Z
39897,39897,10239,317,94,145,exit_platform,7,2025-08-27T04:31:04Z,2025-08-27T04:31:11Z,2025-08-27T04:31:04Z
39898,39898,10240,321,3896,68,skip_after_partial,NA,2025-08-27T07:30:04Z,2025-08-27T07:30:19Z,20250827 073004
39899,39899,10240,321,3275,96,watch_full,NA,2025-08-27T07:30:21Z,2025-08-27T07:30:50Z,20250827 073021
39900,39900,10240,321,3281,98,skip_after_partial,14,2025-08-27T07:30:51Z,2025-08-27T07:31:05Z,20250827 073051
39901,39901,10240,321,3272,47,watch_full,28,2025-08-27T07:31:08Z,2025-08-27T07:31:36Z,2025-08-27T07:31:08Z
39902,39902,10240,321,1147,134,exit_platform,14,2025-08-27T07:31:40Z,2025-08-27T07:31:54Z,2025-08-27T07:31:40Z
39903,39903,10241,323,3150,146,watch_full,34,2025-08-27T15:15:32Z,2025-08-27T15:16:06Z,20250827 151532
39904,39904,10241,323,3332,211,skip_immediate,0,2025-08-27T15:16:08Z,2025-08-27T15:16:09Z,2025-08-27T15:16:08Z
39905,39905,10241,323,3382,65,skip_after_partial,32,2025-08-27T15:16:13Z,2025-08-27T15:16:45Z,2025-08-27T15:16:13Z
39906,39906,10241,323,169,198,skip_after_partial,12,2025-08-27T15:16:46Z,2025-08-27T15:16:58Z,2025-08-27T15:16:46Z
39907,39907,10241,323,487,6,watch_full,24,2025-08-27T15:17:02Z,2025-08-27T15:17:26Z,1756307822
39908,39908,10241,323,2941,187,exit_platform,4,2025-08-27T15:17:27Z,2025-08-27T15:17:31Z,20250827 151727
39909,39909,10242,324,4170,213,skip_immediate,0,2025-08-27T19:00:49Z,2025-08-27T19:00:50Z,20250827 190049
39910,39910,10242,324,3562,202,skip_immediate,0,2025-08-27T19:00:52Z,2025-08-27T19:00:53Z,2025-08-27T19:00:52Z
39911,39911,10242,324,3950,41,skip_immediate,0,2025-08-27T19:00:56Z,2025-08-27T19:00:57Z,1756321256
39912,39912,10242,324,1022,143,skip_after_partial,8,2025-08-27T19:00:59Z,2025-08-27T19:01:07Z,2025-08-27T19:00:59Z
39913,39913,10242,324,901,65,skip_immediate,0,2025-08-27T19:01:09Z,2025-08-27T19:01:10Z,2025-08-27T19:01:09Z
39914,39914,10242,324,2660,64,watch_full,21,2025-08-27T19:01:13Z,2025-08-27T19:01:34Z,2025-08-27T19:01:13Z
39915,39915,10242,324,4223,89,skip_immediate,0,2025-08-27T19:01:36Z,2025-08-27T19:01:37Z,20250827 190136
39916,39916,10242,324,392,94,exit_platform,4,2025-08-27T19:01:39Z,2025-08-27T19:01:43Z,2025-08-27T19:01:39Z
39917,39917,10243,324,329,128,watch_full,12,2025-08-27T20:38:55Z,2025-08-27T20:39:07Z,2025-08-27T20:38:55Z
39918,39918,10243,324,1813,119,exit_platform,12,2025-08-27T20:39:08Z,2025-08-27T20:39:20Z,2025-08-27T20:39:08Z
39919,39919,10244,325,2536,202,skip_immediate,0,2025-08-27T03:46:40Z,2025-08-27T03:46:41Z,2025-08-27T03:46:40Z
39920,39920,10244,325,1229,140,skip_immediate,NA,2025-08-27T03:46:43Z,2025-08-27T03:46:44Z,20250827 034643
39921,39921,10244,325,2116,215,watch_full,32,2025-08-27T03:46:48Z,2025-08-27T03:47:20Z,20250827 034648
39922,39922,10244,325,1838,166,watch_full,39,2025-08-27T03:47:21Z,2025-08-27T03:48:00Z,20250827 034721
39923,39923,10244,325,948,149,skip_immediate,0,2025-08-27T03:48:01Z,2025-08-27T03:48:02Z,20250827 034801
39924,39924,10244,325,1126,114,exit_platform,6,2025-08-27T03:48:04Z,2025-08-27T03:48:10Z,2025-08-27T03:48:04Z
39925,39925,10245,325,2536,202,exit_platform,6,2025-08-27T19:25:39Z,2025-08-27T19:25:45Z,2025-08-27T19:25:39Z
39926,39926,10246,325,618,197,watch_full,28,2025-08-27T18:11:36Z,2025-08-27T18:12:04Z,20250827 181136
39927,39927,10246,325,555,211,skip_after_partial,15,2025-08-27T18:12:06Z,2025-08-27T18:12:21Z,2025-08-27T18:12:06Z
39928,39928,10246,325,1628,20,skip_immediate,0,2025-08-27T18:12:22Z,2025-08-27T18:12:23Z,2025-08-27T18:12:22Z
39929,39929,10246,325,4177,197,skip_immediate,0,2025-08-27T18:12:25Z,2025-08-27T18:12:26Z,20250827 181225
39930,39930,10246,325,2646,194,skip_after_partial,15,2025-08-27T18:12:28Z,2025-08-27T18:12:43Z,2025-08-27T18:12:28Z
39931,39931,10246,325,4277,62,skip_immediate,0,2025-08-27T18:12:47Z,2025-08-27T18:12:48Z,2025-08-27T18:12:47Z
39932,39932,10246,325,3296,20,skip_immediate,0,2025-08-27T18:12:49Z,2025-08-27T18:12:50Z,20250827 181249
39933,39933,10246,325,2124,131,watch_full,22,2025-08-27T18:12:51Z,2025-08-27T18:13:13Z,20250827 181251
39934,39934,10246,325,4320,31,skip_immediate,NA,2025-08-27T18:13:14Z,2025-08-27T18:13:15Z,2025-08-27T18:13:14Z
39935,39935,10246,325,1363,182,skip_after_partial,13,2025-08-27T18:13:16Z,2025-08-27T18:13:29Z,2025-08-27T18:13:16Z
39936,39936,10246,325,2079,112,skip_immediate,0,2025-08-27T18:13:33Z,2025-08-27T18:13:34Z,2025-08-27T18:13:33Z
39937,39937,10246,325,531,41,exit_platform,7,2025-08-27T18:13:35Z,2025-08-27T18:13:42Z,2025-08-27T18:13:35Z
39938,39938,10247,328,2487,80,exit_platform,4,2025-08-27T10:26:02Z,2025-08-27T10:26:06Z,20250827 102602
39939,39939,10248,328,3930,16,watch_full,35,2025-08-27T08:04:07Z,2025-08-27T08:04:42Z,20250827 080407
39940,39940,10248,328,1423,218,skip_immediate,0,2025-08-27T08:04:46Z,2025-08-27T08:04:47Z,20250827 080446
39941,39941,10248,328,1002,152,watch_full,35,2025-08-27T08:04:48Z,2025-08-27T08:05:23Z,20250827 080448
39942,39942,10248,328,2387,138,exit_platform,14,2025-08-27T08:05:26Z,2025-08-27T08:05:40Z,2025-08-27T08:05:26Z
39943,39943,10249,329,2800,56,exit_platform,5,2025-08-27T11:20:38Z,2025-08-27T11:20:43Z,2025-08-27T11:20:38Z
39944,39944,10250,331,3162,32,skip_immediate,0,2025-08-27T10:15:53Z,2025-08-27T10:15:54Z,2025-08-27T10:15:53Z
39945,39945,10250,331,1483,19,skip_after_partial,6,2025-08-27T10:15:56Z,2025-08-27T10:16:02Z,2025-08-27T10:15:56Z
39946,39946,10250,331,3266,107,exit_platform,3,2025-08-27T10:16:05Z,2025-08-27T10:16:08Z,2025-08-27T10:16:05Z
39947,39947,10251,331,215,211,exit_platform,5,2025-08-27T09:35:47Z,2025-08-27T09:35:52Z,2025-08-27T09:35:47Z
39948,39948,10252,332,3666,32,exit_platform,5,2025-08-27T05:09:36Z,2025-08-27T05:09:41Z,1756271376
39949,39949,10253,336,812,184,skip_after_partial,15,2025-08-27T20:27:37Z,2025-08-27T20:27:52Z,1756326457
39950,39950,10253,336,3088,30,exit_platform,2,2025-08-27T20:27:55Z,2025-08-27T20:27:57Z,2025-08-27T20:27:55Z
39951,39951,10254,340,376,26,watch_full,18,2025-08-27T16:14:05Z,2025-08-27T16:14:23Z,2025-08-27T16:14:05Z
39952,39952,10254,340,2962,133,skip_after_partial,4,2025-08-27T16:14:26Z,2025-08-27T16:14:30Z,1756311266
39953,39953,10254,340,3208,137,watch_full,28,2025-08-27T16:14:32Z,2025-08-27T16:15:00Z,2025-08-27T16:14:32Z
39954,39954,10254,340,2724,156,skip_immediate,0,2025-08-27T16:15:04Z,2025-08-27T16:15:05Z,20250827 161504
39955,39955,10254,340,130,32,skip_immediate,0,2025-08-27T16:15:08Z,2025-08-27T16:15:09Z,20250827 161508
39956,39956,10254,340,3067,68,skip_immediate,0,2025-08-27T16:15:11Z,2025-08-27T16:15:12Z,2025-08-27T16:15:11Z
39957,39957,10254,340,1019,105,exit_platform,7,2025-08-27T16:15:14Z,2025-08-27T16:15:21Z,2025-08-27T16:15:14Z
39958,39958,10255,341,2334,87,exit_platform,9,2025-08-27T19:21:48Z,2025-08-27T19:21:57Z,2025-08-27T19:21:48Z
39959,39959,10256,341,2756,27,skip_after_partial,22,2025-08-27T01:40:02Z,2025-08-27T01:40:24Z,2025-08-27T01:40:02Z
39960,39960,10256,341,1763,36,skip_immediate,0,2025-08-27T01:40:25Z,2025-08-27T01:40:26Z,2025-08-27T01:40:25Z
39961,39961,10256,341,148,84,watch_full,26,2025-08-27T01:40:29Z,2025-08-27T01:40:55Z,2025-08-27T01:40:29Z
39962,39962,10256,341,1566,175,watch_full,33,2025-08-27T01:40:59Z,2025-08-27T01:41:32Z,2025-08-27T01:40:59Z
39963,39963,10256,341,1789,27,exit_platform,4,2025-08-27T01:41:35Z,2025-08-27T01:41:39Z,2025-08-27T01:41:35Z
39964,39964,10257,341,3134,69,exit_platform,9,2025-08-27T10:37:11Z,2025-08-27T10:37:20Z,2025-08-27T10:37:11Z
39965,39965,10258,341,3153,19,skip_immediate,0,2025-08-27T13:10:58Z,2025-08-27T13:10:59Z,2025-08-27T13:10:58Z
39966,39966,10258,341,2024,126,exit_platform,3,2025-08-27T13:11:00Z,2025-08-27T13:11:03Z,1756300260
39967,39967,10259,342,972,215,skip_immediate,0,2025-08-27T05:58:50Z,2025-08-27T05:58:51Z,2025-08-27T05:58:50Z
39968,39968,10259,342,1064,111,exit_platform,3,2025-08-27T05:58:53Z,2025-08-27T05:58:56Z,2025-08-27T05:58:53Z
39969,39969,10260,343,206,119,watch_full,22,2025-08-27T08:02:12Z,2025-08-27T08:02:34Z,2025-08-27T08:02:12Z
39970,39970,10260,343,2660,64,skip_immediate,0,2025-08-27T08:02:35Z,2025-08-27T08:02:36Z,2025-08-27T08:02:35Z
