session_id,user_id,login_at,logout_at,session_duration_sec,videos_viewed,watch_seconds
54312,2451,2025-09-05T22:10:55Z,2025-09-05T22:11:03Z,8,1,4
54313,2452,2025-09-05T11:01:52Z,2025-09-05T11:02:03Z,11,1,9
54314,2452,2025-09-05T11:08:33Z,2025-09-05T11:08:48Z,15,2,12
54315,2453,2025-09-05T11:31:38Z,2025-09-05T11:31:45Z,7,1,5
54316,2457,2025-09-05T00:35:44Z,2025-09-05T00:36:40Z,56,3,46
54317,2458,2025-09-05T14:17:06Z,2025-09-05T14:17:37Z,31,3,22
54318,2458,2025-09-05T07:46:11Z,2025-09-05T07:46:21Z,10,1,6
54319,2460,2025-09-05T01:36:11Z,2025-09-05T01:36:18Z,7,1,4
54320,2462,2025-09-05T17:40:25Z,2025-09-05T17:41:59Z,94,4,81
54321,2464,2025-09-05T18:23:03Z,2025-09-05T18:23:27Z,24,2,20
54322,2465,2025-09-05T02:27:04Z,2025-09-05T02:27:44Z,40,2,38
54323,2465,2025-09-05T10:02:56Z,2025-09-05T10:04:30Z,94,7,68
54324,2465,2025-09-05T14:15:32Z,2025-09-05T14:15:51Z,19,2,12
54325,2466,2025-09-05T12:13:26Z,2025-09-05T12:15:12Z,106,5,90
54326,2472,2025-09-05T11:07:20Z,2025-09-05T11:08:08Z,48,2,41
54327,2474,2025-09-05T05:44:15Z,2025-09-05T05:44:36Z,21,5,8
54328,2474,2025-09-05T21:22:47Z,2025-09-05T21:23:35Z,48,2,45
54329,2481,2025-09-05T01:48:36Z,2025-09-05T01:50:31Z,115,6,102
54330,2483,2025-09-05T15:24:33Z,2025-09-05T15:26:13Z,100,7,86
54331,2487,2025-09-05T00:25:50Z,2025-09-05T00:25:57Z,7,1,6
54332,2487,2025-09-05T17:29:33Z,2025-09-05T17:29:42Z,9,1,7
54333,2492,2025-09-05T08:31:15Z,2025-09-05T08:36:41Z,326,18,268
54334,2498,2025-09-05T05:27:03Z,2025-09-05T05:30:02Z,179,8,155
54335,2498,2025-09-05T20:20:42Z,2025-09-05T20:22:58Z,136,6,126
54336,2499,2025-09-05T04:32:42Z,2025-09-05T04:33:02Z,20,2,14
54337,2499,2025-09-05T03:55:20Z,2025-09-05T03:57:54Z,154,9,133
54338,2499,2025-09-05T00:43:23Z,2025-09-05T00:43:53Z,30,5,15
54339,2504,2025-09-05T06:26:55Z,2025-09-05T06:27:07Z,12,2,4
54340,2507,2025-09-05T11:01:51Z,2025-09-05T11:02:14Z,23,3,14
54341,2508,2025-09-05T06:29:49Z,2025-09-05T06:31:17Z,88,7,72
54342,2511,2025-09-05T21:28:27Z,2025-09-05T21:29:28Z,61,3,53
54343,2514,2025-09-05T11:06:33Z,2025-09-05T11:06:37Z,4,1,3
54344,2514,2025-09-05T05:39:41Z,2025-09-05T05:39:59Z,18,3,11
54345,2514,2025-09-05T00:24:10Z,2025-09-05T00:24:20Z,10,2,5
54346,2514,2025-09-05T20:20:06Z,2025-09-05T20:20:48Z,42,4,29
54347,2515,2025-09-05T17:18:24Z,2025-09-05T17:18:35Z,11,2,4
54348,2515,2025-09-05T13:25:16Z,2025-09-05T13:26:39Z,83,6,69
54349,2515,2025-09-05T21:55:16Z,2025-09-05T21:55:22Z,6,1,4
54350,2517,2025-09-05T10:13:08Z,2025-09-05T10:13:26Z,18,1,16
54351,2520,2025-09-05T08:45:37Z,2025-09-05T08:46:58Z,81,5,70
54352,2521,2025-09-05T13:05:36Z,2025-09-05T13:05:44Z,8,1,7
54353,2521,2025-09-05T03:36:19Z,2025-09-05T03:37:02Z,43,4,31
54354,2522,2025-09-05T14:04:41Z,2025-09-05T14:05:41Z,60,3,51
54355,2532,2025-09-05T06:33:22Z,2025-09-05T06:33:47Z,25,3,15
54356,2532,2025-09-05T15:52:07Z,2025-09-05T15:52:58Z,51,2,44
54357,2532,2025-09-05T08:55:48Z,2025-09-05T08:59:02Z,194,10,161
54358,2533,2025-09-05T02:58:29Z,2025-09-05T02:59:23Z,54,4,43
54359,2538,2025-09-05T20:14:17Z,2025-09-05T20:14:38Z,21,3,15
54360,2540,2025-09-05T14:29:48Z,2025-09-05T14:30:50Z,62,5,50
54361,2542,2025-09-05T18:45:28Z,2025-09-05T18:47:36Z,128,5,117
54362,2542,2025-09-05T19:51:31Z,2025-09-05T19:51:38Z,7,2,2
54363,2543,2025-09-05T17:07:36Z,2025-09-05T17:08:21Z,45,2,38
54364,2544,2025-09-05T05:16:41Z,2025-09-05T05:18:58Z,137,5,128
54365,2547,2025-09-05T21:15:50Z,2025-09-05T21:15:54Z,4,1,2
54366,2556,2025-09-05T00:55:12Z,2025-09-05T00:55:55Z,43,3,37
54367,2559,2025-09-05T17:35:16Z,2025-09-05T17:35:28Z,12,1,8
54368,2560,2025-09-05T04:24:51Z,2025-09-05T04:25:25Z,34,4,22
54369,2562,2025-09-05T03:57:42Z,2025-09-05T03:58:15Z,33,3,25
54370,2562,2025-09-05T17:18:52Z,2025-09-05T17:22:23Z,211,10,186
54371,2564,2025-09-05T08:58:58Z,2025-09-05T08:59:15Z,17,3,9
54372,2565,2025-09-05T08:56:30Z,2025-09-05T08:57:11Z,41,2,33
54373,2566,2025-09-05T10:20:48Z,2025-09-05T10:20:58Z,10,1,9
54374,2566,2025-09-05T17:27:46Z,2025-09-05T17:29:52Z,126,6,108
54375,2567,2025-09-05T19:44:52Z,2025-09-05T19:49:04Z,252,12,215
54376,2567,2025-09-05T08:27:57Z,2025-09-05T08:28:47Z,50,2,45
54377,2567,2025-09-05T15:38:33Z,2025-09-05T15:39:21Z,48,2,42
54378,2567,2025-09-05T07:56:42Z,2025-09-05T07:56:50Z,8,1,5
54379,2569,2025-09-05T00:14:06Z,2025-09-05T00:14:26Z,20,4,4
54380,2569,2025-09-05T04:34:30Z,2025-09-05T04:34:50Z,20,2,16
54381,2571,2025-09-05T06:50:40Z,2025-09-05T06:51:02Z,22,2,18
54382,2571,2025-09-05T06:23:42Z,2025-09-05T06:23:53Z,11,1,7
54383,2571,2025-09-05T16:20:27Z,2025-09-05T16:20:46Z,19,4,2
54384,2571,2025-09-05T08:41:10Z,2025-09-05T08:42:19Z,69,4,57
54385,2574,2025-09-05T19:56:53Z,2025-09-05T19:57:05Z,12,1,8
54386,2579,2025-09-05T15:42:09Z,2025-09-05T15:44:30Z,141,5,131
54387,2584,2025-09-05T04:27:06Z,2025-09-05T04:28:34Z,88,8,69
54388,2584,2025-09-05T02:18:55Z,2025-09-05T02:23:19Z,264,15,226
54389,2584,2025-09-05T05:27:37Z,2025-09-05T05:28:33Z,56,4,46
54390,2591,2025-09-05T08:47:17Z,2025-09-05T08:47:28Z,11,1,9
54391,2593,2025-09-05T18:38:24Z,2025-09-05T18:40:21Z,117,5,103
54392,2595,2025-09-05T01:54:11Z,2025-09-05T01:54:54Z,43,2,38
54393,2598,2025-09-05T18:51:46Z,2025-09-05T18:51:50Z,4,1,3
54394,2598,2025-09-05T04:07:43Z,2025-09-05T04:09:53Z,130,6,113
54395,2602,2025-09-05T11:04:18Z,2025-09-05T11:06:38Z,140,10,110
54396,2603,2025-09-05T00:50:41Z,2025-09-05T00:50:55Z,14,2,6
54397,2606,2025-09-05T08:01:28Z,2025-09-05T08:01:36Z,8,1,7
54398,2607,2025-09-05T18:38:04Z,2025-09-05T18:38:41Z,37,2,29
54399,2607,2025-09-05T03:53:39Z,2025-09-05T03:53:45Z,6,1,2
54400,2608,2025-09-05T17:07:47Z,2025-09-05T17:08:50Z,63,3,56
54401,2611,2025-09-05T02:45:15Z,2025-09-05T02:45:21Z,6,1,2
54402,2611,2025-09-05T01:25:28Z,2025-09-05T01:26:54Z,86,3,81
54403,2614,2025-09-05T00:12:58Z,2025-09-05T00:13:25Z,27,3,17
54404,2614,2025-09-05T16:03:54Z,2025-09-05T16:04:03Z,9,1,8
54405,2614,2025-09-05T14:58:43Z,2025-09-05T14:58:59Z,16,2,10
54406,2614,2025-09-05T14:16:15Z,2025-09-05T14:17:06Z,51,5,37
54407,2614,2025-09-05T14:08:27Z,2025-09-05T14:11:32Z,185,12,156
54408,2614,2025-09-05T21:32:25Z,2025-09-05T21:33:12Z,47,3,38
54409,2615,2025-09-05T13:09:35Z,2025-09-05T13:09:44Z,9,1,5
54410,2615,2025-09-05T21:14:10Z,2025-09-05T21:14:21Z,11,1,7
54411,2615,2025-09-05T16:59:24Z,2025-09-05T17:01:02Z,98,6,83
54412,2617,2025-09-05T21:11:18Z,2025-09-05T21:12:26Z,68,6,56
54413,2617,2025-09-05T05:32:45Z,2025-09-05T05:34:42Z,117,5,99
54414,2617,2025-09-05T00:49:16Z,2025-09-05T00:50:02Z,46,3,40
54415,2620,2025-09-05T08:59:48Z,2025-09-05T08:59:52Z,4,1,3
54416,2620,2025-09-05T17:09:12Z,2025-09-05T17:10:08Z,56,3,47
54417,2621,2025-09-05T17:34:48Z,2025-09-05T17:36:01Z,73,3,63
54418,2621,2025-09-05T20:38:33Z,2025-09-05T20:38:44Z,11,1,7
54419,2622,2025-09-05T05:07:14Z,2025-09-05T05:08:29Z,75,6,54
54420,2629,2025-09-05T19:48:53Z,2025-09-05T19:49:21Z,28,2,23
54421,2633,2025-09-05T17:59:57Z,2025-09-05T18:02:05Z,128,6,116
54422,2635,2025-09-05T08:48:31Z,2025-09-05T08:50:24Z,113,5,98
54423,2638,2025-09-05T00:21:51Z,2025-09-05T00:22:48Z,57,3,50
54424,2638,2025-09-05T01:13:10Z,2025-09-05T01:13:38Z,28,2,22
54425,2639,2025-09-05T12:33:47Z,2025-09-05T12:34:45Z,58,3,53
54426,2640,2025-09-05T08:41:53Z,2025-09-05T08:42:07Z,14,1,11
54427,2646,2025-09-05T10:30:03Z,2025-09-05T10:31:22Z,79,5,64
54428,2650,2025-09-05T05:46:40Z,2025-09-05T05:47:33Z,53,5,38
54429,2653,2025-09-05T18:31:35Z,2025-09-05T18:32:50Z,75,4,67
54430,2653,2025-09-05T21:05:40Z,2025-09-05T21:05:53Z,13,2,4
54431,2660,2025-09-05T10:31:51Z,2025-09-05T10:32:49Z,58,4,49
54432,2660,2025-09-05T04:22:10Z,2025-09-05T04:23:50Z,100,7,84
54433,2660,2025-09-05T17:53:06Z,2025-09-05T17:54:13Z,67,3,58
54434,2665,2025-09-05T16:37:08Z,2025-09-05T16:38:13Z,65,4,54
54435,2666,2025-09-05T04:01:13Z,2025-09-05T04:01:31Z,18,4,7
54436,2667,2025-09-05T20:09:46Z,2025-09-05T20:11:10Z,84,5,71
54437,2668,2025-09-05T21:58:31Z,2025-09-05T22:00:17Z,106,6,93
54438,2668,2025-09-05T15:38:56Z,2025-09-05T15:39:06Z,10,1,6
54439,2673,2025-09-05T19:13:42Z,2025-09-05T19:13:49Z,7,1,3
54440,2674,2025-09-05T03:19:06Z,2025-09-05T03:20:54Z,108,7,87
54441,2676,2025-09-05T01:47:58Z,2025-09-05T01:48:28Z,30,2,23
54442,2676,2025-09-05T17:37:03Z,2025-09-05T17:38:45Z,102,5,87
54443,2676,2025-09-05T02:06:55Z,2025-09-05T02:07:04Z,9,1,6
54444,2680,2025-09-05T02:36:05Z,2025-09-05T02:36:19Z,14,1,11
54445,2682,2025-09-05T16:40:58Z,2025-09-05T16:42:47Z,109,8,89
54446,2685,2025-09-05T11:55:00Z,2025-09-05T11:58:12Z,192,10,157
54447,2693,2025-09-05T05:46:24Z,2025-09-05T05:46:32Z,8,1,7
54448,2702,2025-09-05T20:32:16Z,2025-09-05T20:32:45Z,29,2,23
54449,2702,2025-09-05T06:39:30Z,2025-09-05T06:40:16Z,46,2,41
54450,2702,2025-09-05T05:53:04Z,2025-09-05T05:53:13Z,9,1,6
54451,2705,2025-09-05T09:05:37Z,2025-09-05T09:06:22Z,45,2,40
54452,2705,2025-09-05T14:22:10Z,2025-09-05T14:22:19Z,9,1,8
54453,2706,2025-09-05T18:24:15Z,2025-09-05T18:26:19Z,124,4,109
54454,2709,2025-09-05T09:48:07Z,2025-09-05T09:50:21Z,134,7,116
54455,2710,2025-09-05T03:48:27Z,2025-09-05T03:49:34Z,67,5,55
54456,2710,2025-09-05T01:06:03Z,2025-09-05T01:06:14Z,11,2,5
54457,2710,2025-09-05T14:48:10Z,2025-09-05T14:48:28Z,18,3,7
54458,2711,2025-09-05T09:03:22Z,2025-09-05T09:03:53Z,31,2,28
54459,2711,2025-09-05T10:21:37Z,2025-09-05T10:22:05Z,28,4,12
54460,2711,2025-09-05T09:16:13Z,2025-09-05T09:16:18Z,5,1,3
54461,2711,2025-09-05T15:44:03Z,2025-09-05T15:44:08Z,5,1,2
54462,2712,2025-09-05T19:20:36Z,2025-09-05T19:20:48Z,12,2,7
54463,2714,2025-09-05T06:31:00Z,2025-09-05T06:33:34Z,154,7,137
54464,2715,2025-09-05T00:10:03Z,2025-09-05T00:10:58Z,55,4,46
54465,2715,2025-09-05T02:36:05Z,2025-09-05T02:36:08Z,3,1,2
54466,2715,2025-09-05T01:38:31Z,2025-09-05T01:38:36Z,5,1,3
54467,2716,2025-09-05T00:45:51Z,2025-09-05T00:46:14Z,23,2,18
54468,2720,2025-09-05T00:46:23Z,2025-09-05T00:46:41Z,18,1,14
54469,2721,2025-09-05T10:13:14Z,2025-09-05T10:13:19Z,5,1,4
54470,2721,2025-09-05T11:21:31Z,2025-09-05T11:22:31Z,60,3,51
54471,2722,2025-09-05T02:31:01Z,2025-09-05T02:31:07Z,6,1,2
54472,2722,2025-09-05T06:20:19Z,2025-09-05T06:20:32Z,13,2,9
54473,2725,2025-09-05T14:39:58Z,2025-09-05T14:40:06Z,8,2,3
54474,2726,2025-09-05T04:12:48Z,2025-09-05T04:12:54Z,6,1,3
54475,2726,2025-09-05T17:59:40Z,2025-09-05T18:00:11Z,31,4,22
54476,2726,2025-09-05T20:31:22Z,2025-09-05T20:31:47Z,25,2,20
54477,2728,2025-09-05T06:20:25Z,2025-09-05T06:20:42Z,17,2,10
54478,2728,2025-09-05T08:37:05Z,2025-09-05T08:38:38Z,93,4,83
54479,2729,2025-09-05T03:34:27Z,2025-09-05T03:35:23Z,56,2,50
54480,2730,2025-09-05T12:28:18Z,2025-09-05T12:28:41Z,23,2,19
54481,2730,2025-09-05T06:19:21Z,2025-09-05T06:19:29Z,8,1,7
54482,2731,2025-09-05T07:14:30Z,2025-09-05T07:17:08Z,158,6,145
54483,2733,2025-09-05T21:13:28Z,2025-09-05T21:14:37Z,69,4,59
54484,2733,2025-09-05T01:41:24Z,2025-09-05T01:43:23Z,119,6,104
54485,2735,2025-09-05T18:53:52Z,2025-09-05T18:54:44Z,52,3,42
54486,2735,2025-09-05T19:52:30Z,2025-09-05T19:52:47Z,17,1,13
54487,2735,2025-09-05T05:44:06Z,2025-09-05T05:44:17Z,11,1,10
54488,2735,2025-09-05T01:22:10Z,2025-09-05T01:23:32Z,82,5,70
54489,2736,2025-09-05T15:50:03Z,2025-09-05T15:50:20Z,17,2,9
54490,2737,2025-09-05T08:34:36Z,2025-09-05T08:36:05Z,89,7,67
54491,2739,2025-09-05T10:51:10Z,2025-09-05T10:51:21Z,11,1,7
54492,2746,2025-09-05T04:13:23Z,2025-09-05T04:13:54Z,31,3,23
54493,2748,2025-09-05T14:38:20Z,2025-09-05T14:39:58Z,98,5,86
54494,2755,2025-09-05T15:46:59Z,2025-09-05T15:48:35Z,96,3,89
54495,2756,2025-09-05T12:34:08Z,2025-09-05T12:36:56Z,168,11,143
54496,2759,2025-09-05T19:04:53Z,2025-09-05T19:04:59Z,6,1,5
54497,2760,2025-09-05T16:49:19Z,2025-09-05T16:49:54Z,35,3,26
54498,2760,2025-09-05T12:02:06Z,2025-09-05T12:06:08Z,242,13,213
54499,2761,2025-09-05T18:55:27Z,2025-09-05T18:55:51Z,24,2,19
54500,2762,2025-09-05T17:39:12Z,2025-09-05T17:40:12Z,60,2,53
54501,2765,2025-09-05T14:43:01Z,2025-09-05T14:43:13Z,12,1,10
54502,2765,2025-09-05T17:29:46Z,2025-09-05T17:30:31Z,45,3,40
54503,2765,2025-09-05T07:27:21Z,2025-09-05T07:27:47Z,26,3,13
54504,2765,2025-09-05T18:02:11Z,2025-09-05T18:03:34Z,83,4,72
54505,2766,2025-09-05T03:29:13Z,2025-09-05T03:29:29Z,16,2,13
54506,2766,2025-09-05T22:00:32Z,2025-09-05T22:00:39Z,7,1,4
54507,2769,2025-09-05T03:00:34Z,2025-09-05T03:00:47Z,13,1,9
54508,2769,2025-09-05T08:33:27Z,2025-09-05T08:34:20Z,53,6,34
54509,2770,2025-09-05T14:27:17Z,2025-09-05T14:27:22Z,5,1,2
54510,2771,2025-09-05T18:38:53Z,2025-09-05T18:38:56Z,3,1,1
54511,2771,2025-09-05T08:26:18Z,2025-09-05T08:27:35Z,77,4,67
54512,2778,2025-09-05T20:27:55Z,2025-09-05T20:28:29Z,34,2,26
54513,2778,2025-09-05T19:46:26Z,2025-09-05T19:47:12Z,46,5,31
54514,2778,2025-09-05T17:37:14Z,2025-09-05T17:37:49Z,35,3,26
54515,2783,2025-09-05T20:00:25Z,2025-09-05T20:01:02Z,37,2,33
54516,2783,2025-09-05T03:43:42Z,2025-09-05T03:43:51Z,9,1,5
54517,2784,2025-09-05T11:45:13Z,2025-09-05T11:45:55Z,42,5,27
54518,2784,2025-09-05T18:38:49Z,2025-09-05T18:40:02Z,73,4,62
54519,2785,2025-09-05T18:53:53Z,2025-09-05T18:54:03Z,10,2,6
54520,2785,2025-09-05T00:46:04Z,2025-09-05T00:46:11Z,7,1,3
54521,2791,2025-09-05T11:28:20Z,2025-09-05T11:30:03Z,103,5,93
54522,2793,2025-09-05T21:14:54Z,2025-09-05T21:15:04Z,10,1,7
54523,2793,2025-09-05T08:19:01Z,2025-09-05T08:19:31Z,30,3,25
54524,2798,2025-09-05T02:28:37Z,2025-09-05T02:30:00Z,83,9,60
54525,2800,2025-09-05T03:20:04Z,2025-09-05T03:22:15Z,131,6,111
54526,2801,2025-09-05T16:47:28Z,2025-09-05T16:47:33Z,5,1,2
54527,2802,2025-09-05T20:15:08Z,2025-09-05T20:16:08Z,60,7,46
54528,2802,2025-09-05T02:47:27Z,2025-09-05T02:47:55Z,28,4,16
54529,2802,2025-09-05T15:59:46Z,2025-09-05T16:00:48Z,62,3,50
54530,2804,2025-09-05T16:52:45Z,2025-09-05T16:52:50Z,5,1,3
54531,2807,2025-09-05T00:33:48Z,2025-09-05T00:36:41Z,173,10,151
54532,2808,2025-09-05T08:37:04Z,2025-09-05T08:37:14Z,10,1,6
54533,2808,2025-09-05T02:30:08Z,2025-09-05T02:30:14Z,6,1,3
54534,2809,2025-09-05T14:32:44Z,2025-09-05T14:33:36Z,52,2,49
54535,2809,2025-09-05T11:24:05Z,2025-09-05T11:24:57Z,52,5,31
54536,2809,2025-09-05T08:29:51Z,2025-09-05T08:31:48Z,117,6,103
54537,1,2025-09-06T11:22:31Z,2025-09-06T11:23:41Z,70,4,59
54538,1,2025-09-06T19:51:56Z,2025-09-06T19:52:35Z,39,3,33
54539,2,2025-09-06T21:35:24Z,2025-09-06T21:35:57Z,33,2,31
54540,8,2025-09-06T12:16:35Z,2025-09-06T12:17:32Z,57,3,50
54541,8,2025-09-06T19:20:09Z,2025-09-06T19:21:04Z,55,4,39
54542,10,2025-09-06T10:46:38Z,2025-09-06T10:48:05Z,87,8,60
54543,10,2025-09-06T01:12:57Z,2025-09-06T01:14:00Z,63,4,49
54544,10,2025-09-06T15:12:34Z,2025-09-06T15:13:12Z,38,2,33
54545,12,2025-09-06T07:41:08Z,2025-09-06T07:41:21Z,13,1,12
54546,21,2025-09-06T03:11:14Z,2025-09-06T03:11:30Z,16,2,11
54547,27,2025-09-06T18:12:08Z,2025-09-06T18:13:45Z,97,4,88
54548,31,2025-09-06T02:08:40Z,2025-09-06T02:10:46Z,126,7,105
54549,34,2025-09-06T05:09:58Z,2025-09-06T05:10:51Z,53,5,35
54550,37,2025-09-06T16:54:00Z,2025-09-06T16:54:52Z,52,4,40
54551,37,2025-09-06T14:24:20Z,2025-09-06T14:25:12Z,52,4,39
54552,39,2025-09-06T07:32:51Z,2025-09-06T07:33:12Z,21,2,18
54553,39,2025-09-06T09:20:24Z,2025-09-06T09:20:35Z,11,1,9
54554,43,2025-09-06T21:39:03Z,2025-09-06T21:41:09Z,126,6,110
54555,43,2025-09-06T08:23:27Z,2025-09-06T08:23:36Z,9,2,5
54556,43,2025-09-06T16:59:53Z,2025-09-06T17:00:15Z,22,3,16
54557,43,2025-09-06T04:39:01Z,2025-09-06T04:41:38Z,157,8,133
54558,48,2025-09-06T10:26:42Z,2025-09-06T10:28:44Z,122,6,103
54559,49,2025-09-06T09:55:47Z,2025-09-06T09:56:56Z,69,3,61
54560,49,2025-09-06T16:21:36Z,2025-09-06T16:21:50Z,14,1,10
54561,50,2025-09-06T11:16:29Z,2025-09-06T11:17:00Z,31,2,26
54562,53,2025-09-06T04:00:58Z,2025-09-06T04:01:04Z,6,1,4
54563,53,2025-09-06T12:21:21Z,2025-09-06T12:21:55Z,34,3,23
54564,53,2025-09-06T13:41:42Z,2025-09-06T13:42:15Z,33,2,28
54565,55,2025-09-06T15:11:32Z,2025-09-06T15:12:41Z,69,5,57
54566,55,2025-09-06T04:31:44Z,2025-09-06T04:32:50Z,66,5,51
54567,56,2025-09-06T07:19:09Z,2025-09-06T07:19:51Z,42,2,37
54568,58,2025-09-06T07:24:13Z,2025-09-06T07:26:52Z,159,9,132
54569,58,2025-09-06T16:02:46Z,2025-09-06T16:02:56Z,10,2,2
54570,62,2025-09-06T21:06:52Z,2025-09-06T21:09:40Z,168,8,147
54571,63,2025-09-06T18:35:54Z,2025-09-06T18:41:58Z,364,18,308
54572,67,2025-09-06T17:30:19Z,2025-09-06T17:31:22Z,63,6,48
54573,73,2025-09-06T12:28:56Z,2025-09-06T12:29:45Z,49,6,35
54574,73,2025-09-06T18:16:03Z,2025-09-06T18:16:44Z,41,2,37
54575,74,2025-09-06T01:06:03Z,2025-09-06T01:07:55Z,112,6,99
54576,74,2025-09-06T04:37:36Z,2025-09-06T04:37:47Z,11,2,3
54577,74,2025-09-06T17:25:07Z,2025-09-06T17:25:21Z,14,2,8
54578,76,2025-09-06T13:48:01Z,2025-09-06T13:48:38Z,37,2,32
54579,79,2025-09-06T14:30:04Z,2025-09-06T14:31:46Z,102,4,90
54580,82,2025-09-06T12:28:26Z,2025-09-06T12:29:03Z,37,2,31
54581,88,2025-09-06T21:10:32Z,2025-09-06T21:10:39Z,7,1,3
54582,92,2025-09-06T14:59:25Z,2025-09-06T15:00:24Z,59,7,38
54583,92,2025-09-06T19:13:44Z,2025-09-06T19:14:23Z,39,2,35
54584,96,2025-09-06T07:54:20Z,2025-09-06T07:58:15Z,235,13,200
54585,96,2025-09-06T16:28:18Z,2025-09-06T16:28:43Z,25,4,12
54586,101,2025-09-06T18:12:00Z,2025-09-06T18:12:07Z,7,1,5
54587,102,2025-09-06T05:30:22Z,2025-09-06T05:30:40Z,18,2,16
54588,103,2025-09-06T07:44:35Z,2025-09-06T07:45:31Z,56,3,48
54589,103,2025-09-06T11:35:48Z,2025-09-06T11:36:26Z,38,3,28
54590,104,2025-09-06T19:24:47Z,2025-09-06T19:25:04Z,17,2,8
54591,105,2025-09-06T11:50:58Z,2025-09-06T11:52:06Z,68,5,48
54592,105,2025-09-06T18:31:30Z,2025-09-06T18:32:59Z,89,4,80
54593,105,2025-09-06T03:41:07Z,2025-09-06T03:41:55Z,48,4,37
54594,112,2025-09-06T20:11:34Z,2025-09-06T20:12:29Z,55,4,46
54595,112,2025-09-06T01:23:06Z,2025-09-06T01:23:57Z,51,7,34
54596,112,2025-09-06T11:43:28Z,2025-09-06T11:43:43Z,15,1,14
54597,112,2025-09-06T13:10:36Z,2025-09-06T13:11:34Z,58,3,46
54598,112,2025-09-06T00:43:40Z,2025-09-06T00:44:42Z,62,3,54
54599,116,2025-09-06T17:41:21Z,2025-09-06T17:41:56Z,35,2,31
54600,117,2025-09-06T02:18:38Z,2025-09-06T02:18:47Z,9,2,4
54601,117,2025-09-06T10:52:40Z,2025-09-06T10:52:54Z,14,1,10
54602,118,2025-09-06T05:21:37Z,2025-09-06T05:21:40Z,3,1,2
54603,118,2025-09-06T04:33:23Z,2025-09-06T04:35:08Z,105,6,88
54604,120,2025-09-06T18:13:35Z,2025-09-06T18:14:20Z,45,3,35
54605,124,2025-09-06T06:29:23Z,2025-09-06T06:32:14Z,171,7,153
54606,126,2025-09-06T15:27:33Z,2025-09-06T15:27:50Z,17,4,5
54607,131,2025-09-06T03:36:16Z,2025-09-06T03:39:04Z,168,8,152
54608,131,2025-09-06T19:52:46Z,2025-09-06T19:54:15Z,89,7,66
54609,132,2025-09-06T13:09:19Z,2025-09-06T13:09:31Z,12,2,6
54610,132,2025-09-06T05:18:19Z,2025-09-06T05:21:49Z,210,11,178
54611,132,2025-09-06T17:31:49Z,2025-09-06T17:33:02Z,73,6,56
54612,132,2025-09-06T18:59:26Z,2025-09-06T18:59:31Z,5,1,3
54613,140,2025-09-06T13:12:16Z,2025-09-06T13:12:54Z,38,4,25
54614,140,2025-09-06T07:38:24Z,2025-09-06T07:39:06Z,42,2,34
54615,140,2025-09-06T08:51:59Z,2025-09-06T08:54:36Z,157,8,136
54616,143,2025-09-06T02:57:53Z,2025-09-06T02:58:05Z,12,1,9
54617,146,2025-09-06T21:17:44Z,2025-09-06T21:18:32Z,48,2,43
54618,148,2025-09-06T02:51:24Z,2025-09-06T02:52:21Z,57,5,41
54619,149,2025-09-06T18:15:51Z,2025-09-06T18:16:01Z,10,1,7
54620,150,2025-09-06T16:44:11Z,2025-09-06T16:44:23Z,12,1,9
54621,150,2025-09-06T06:34:15Z,2025-09-06T06:35:15Z,60,6,44
54622,156,2025-09-06T10:22:13Z,2025-09-06T10:22:32Z,19,2,14
54623,159,2025-09-06T05:13:36Z,2025-09-06T05:15:44Z,128,7,108
54624,160,2025-09-06T02:43:32Z,2025-09-06T02:44:06Z,34,3,27
54625,161,2025-09-06T13:59:38Z,2025-09-06T13:59:51Z,13,1,10
54626,163,2025-09-06T01:40:45Z,2025-09-06T01:42:26Z,101,5,87
54627,164,2025-09-06T15:40:23Z,2025-09-06T15:41:36Z,73,4,62
54628,164,2025-09-06T20:00:57Z,2025-09-06T20:01:25Z,28,3,22
54629,168,2025-09-06T06:03:20Z,2025-09-06T06:03:29Z,9,1,8
54630,170,2025-09-06T06:50:33Z,2025-09-06T06:52:14Z,101,5,90
54631,174,2025-09-06T02:31:33Z,2025-09-06T02:32:10Z,37,6,18
54632,174,2025-09-06T07:09:46Z,2025-09-06T07:13:38Z,232,13,200
54633,177,2025-09-06T02:16:51Z,2025-09-06T02:17:08Z,17,2,13
54634,177,2025-09-06T16:25:39Z,2025-09-06T16:25:53Z,14,2,7
54635,178,2025-09-06T09:09:14Z,2025-09-06T09:09:17Z,3,1,2
54636,178,2025-09-06T20:42:24Z,2025-09-06T20:44:36Z,132,5,120
54637,178,2025-09-06T15:08:41Z,2025-09-06T15:11:07Z,146,8,126
54638,179,2025-09-06T05:00:53Z,2025-09-06T05:01:21Z,28,3,19
54639,183,2025-09-06T11:26:11Z,2025-09-06T11:26:19Z,8,2,3
54640,183,2025-09-06T18:44:56Z,2025-09-06T18:46:21Z,85,5,66
54641,183,2025-09-06T21:34:08Z,2025-09-06T21:36:24Z,136,6,120
54642,185,2025-09-06T10:54:12Z,2025-09-06T10:55:55Z,103,5,87
54643,186,2025-09-06T07:58:12Z,2025-09-06T07:59:40Z,88,5,72
54644,187,2025-09-06T14:31:10Z,2025-09-06T14:35:19Z,249,12,218
54645,188,2025-09-06T14:30:05Z,2025-09-06T14:32:00Z,115,7,89
54646,190,2025-09-06T07:09:24Z,2025-09-06T07:11:17Z,113,6,98
